,player_id,name,HR
0,408234,Cabrera Miguel,17.371239645489414
1,443558,Cruz Jr. Nelson,28.336142463370965
2,444482,Peralta David,10.334886734121994
3,453568,Blackmon Charlie,12.54181229561135
4,457705,McCutchen Andrew,23.479669677364882
5,457759,Turner Justin,27.005189169178347
6,462101,Andrus Elvis,11.762612301070739
7,467793,Santana Carlos,29.83093581599183
8,476704,Lowrie Jed,24.13245720526139
9,488726,Brantley Jr. Michael,16.714057597636113
10,493329,Gurriel Yuli,11.901735827661119
11,500743,Rojas Miguel,10.449808614336083
12,500871,Escobar Eduardo,26.69393834750454
13,502054,Pham Tommy,21.554404406055305
14,502110,Martinez J.D.,24.935435509105034
15,502671,Goldschmidt Paul,35.939146489550566
16,514888,Altuve Jose,20.57804463189641
17,514917,Hernandez Cesar,22.955238733626096
18,516770,Castro Starlin,14.558114544608072
19,518626,Donaldson Josh,35.435827017672736
20,518692,Freeman Freddie,37.53787677197358
21,518934,LeMahieu DJ,10.997944469858496
22,519203,Rizzo Anthony,21.343184096572546
23,519317,Stanton Giancarlo,23.64855217179994
24,521692,Perez Salvador,38.85970558704136
25,541645,Garcia Avisail,26.13443689827871
26,542583,Aguilar Jesus,24.65166303446889
27,543063,Crawford Brandon,30.210644335084048
28,543257,Grossman Robbie,20.70673469924254
29,543281,Harrison Josh,14.455264683097875
30,543333,Hosmer Eric,9.166806624103208
31,543760,Semien Marcus,28.94509515034034
32,543877,Vazquez Christian,13.72268073502496
33,545341,Grichuk Randal,24.675567516350707
34,547180,Harper Bryce,33.51592266191766
35,547989,Abreu Jose,22.51306758043127
36,553993,Suarez Eugenio,33.25600259730428
37,570482,Urshela Gio,20.938888896634683
38,570731,Schoop Jonathan,23.119102107447794
39,571448,Arenado Nolan,19.250476892168564
40,571745,Haniger Mitch,30.276141324089902
41,571771,Hernandez Enrique,16.71862295741439
42,571970,Muncy Max,36.344448974931424
43,571976,Myers Wil,18.790417395432613
44,571980,Naquin Tyler,24.06778122827276
45,572122,Seager Kyle,30.461734681901692
46,572191,Taylor Michael A.,12.975069992499124
47,573262,Yastrzemski Mike,25.664266984312658
48,575929,Contreras Willson,20.530166483000666
49,578428,Iglesias Jose,10.609209954027861
50,592178,Bryant Kris,22.39618407774884
51,592192,Canha Mark,21.13061479836742
52,592206,Castellanos Nick,21.275438858075297
53,592450,Judge Aaron,39.529159177517016
54,592518,Machado Manny,24.41525601041105
55,592626,Pederson Joc,20.87137370045017
56,592669,Renfroe Hunter,25.21170823129921
57,592696,Rosario Eddie,15.813048471988129
58,593160,Merrifield Whit,11.526894599765255
59,593428,Bogaerts Xander,23.317927677171973
60,593871,Polanco Jorge,21.79409825946589
61,594807,Duvall Adam,23.76818658172634
62,595879,Baez Javier,24.351201788028707
63,596019,Lindor Francisco,17.228149401853823
64,596115,Story Trevor,22.021570228641494
65,596748,Franco Maikel,14.034925449561792
66,598265,Bradley Jr. Jackie,8.149654380658813
67,600869,Candelario Jeimer,17.87350491742929
68,605141,Betts Mookie,18.627214492115865
69,606132,Tapia Raimel,5.330400705144332
70,606192,Hernandez Teoscar,24.816414988535858
71,607208,Turner Trea,20.81221324445189
72,608070,Ramirez Jose,26.494285267064033
73,608336,Gallo Joey,35.76455011393975
74,608385,Winker Jesse,23.816350093588696
75,621020,Swanson Dansby,23.400662251273832
76,621028,Newman Kevin,3.644825066813724
77,621035,Taylor Chris,18.828382135082414
78,621043,Correa Carlos,23.646659415606734
79,621563,Wendle Joey,7.5657658856263605
80,621566,Olson Matt,34.773354409278994
81,624413,Alonso Pete,25.529062884286837
82,624428,Frazier Adam,7.747322389454821
83,624585,Soler Jorge,23.12506834828089
84,630105,Cronenworth Jake,23.47364584512055
85,640457,Meadows Austin,22.524250563528508
86,641313,Anderson Tim,14.488933920424833
87,641487,Crawford J.P.,7.786323630515115
88,641658,Hampson Garrett,18.570462124425042
89,641820,Mancini III Trey,25.43737082840717
90,641857,McMahon Ryan,17.995805155290245
91,642086,Smith Dominic,17.210507942307864
92,642708,Rosario Amed,6.482585562879862
93,642715,Adames Willy,24.131422891102964
94,643396,Kiner-Falefa Isiah,6.357257862845841
95,645277,Albies Ozzie,26.762010373315704
96,646240,Devers Rafael,40.12270500185491
97,649966,Urias Luis,21.60637688240459
98,650402,Torres Gleyber,16.77024788873825
99,650490,Diaz Yandy,8.587005000619584
100,656305,Chapman Matt,20.679531531321693
101,656555,Hoskins Rhys,39.05455572225864
102,656775,Mullins II Cedric,20.40942602347829
103,656941,Schwarber Kyle,31.101737847633842
104,656976,Smith Pavin,14.628759725216977
105,657077,Verdugo Alex,15.802399552252659
106,657656,Laureano Ramon,24.26941769397492
107,660162,Moncada Yoan,18.848635103796777
108,660271,Ohtani Shohei,42.39023385621946
109,660670,Acuna Jr. Ronald,39.431759256500975
110,663586,Riley Austin,28.05134061251272
111,663624,Mountcastle Ryan,19.771786292383997
112,663656,Tucker Kyle,25.326481714387754
113,663697,India Jonathan,17.5569233740821
114,663993,Lowe Nate,20.819181408637355
115,664034,France Ty,21.043232151103823
116,664040,Lowe Brandon,31.168167225920755
117,664058,Fletcher David,2.452562634542679
118,664702,Straw Myles,3.7310142164540188
119,664761,Bohm Alec,12.902600288011772
120,665120,Walsh Jared,31.190282879031027
121,665487,Tatis Jr. Fernando,38.861109267831544
122,665489,Guerrero Jr. Vladimir,42.466401981547456
123,665742,Soto Juan,26.338550519956357
124,665862,Chisholm Jr. Jr. Jazz,19.594131522894376
125,666158,Lux Gavin,10.925656377439239
126,666182,Bichette Bo,29.428922231113592
127,666185,Carlson Dylan,16.951564927302847
128,666969,Garcia Adolis,29.64964517325438
129,666971,Gurriel Jr. Lourdes,18.855453249367347
130,668227,Arozarena Randy,16.65266622202989
131,668804,Reynolds Bryan,25.381823327424886
132,668942,Rojas Josh,14.740714055508587
133,669221,Murphy Sean,26.36136512542005
134,669242,Edman Tommy,11.08423875576001
135,669256,Solak Nick,15.007625621665428
136,670541,Alvarez Yordan,26.55751194903664
